Id,Source,Target,Weight,Type
509,301,301,1,Undirected
510,302,301,1,Undirected
511,302,302,1,Undirected
512,188,188,1,Undirected
513,5,188,1,Undirected
514,5,5,1,Undirected
515,305,305,1,Undirected
516,306,305,1,Undirected
517,306,306,1,Undirected
518,308,308,1,Undirected
519,310,310,1,Undirected
520,311,310,1,Undirected
521,311,311,1,Undirected
522,212,310,1,Undirected
523,212,311,1,Undirected
524,212,212,1,Undirected
525,312,312,1,Undirected
526,299,299,1,Undirected
527,313,299,1,Undirected
528,313,313,1,Undirected
529,314,299,1,Undirected
530,314,313,1,Undirected
531,314,314,1,Undirected
532,316,316,1,Undirected
533,205,316,1,Undirected
534,205,205,1,Undirected
535,317,316,1,Undirected
536,317,205,1,Undirected
537,317,317,1,Undirected
538,318,318,1,Undirected
539,320,320,1,Undirected
540,322,322,1,Undirected
541,323,322,1,Undirected
542,323,323,1,Undirected
543,325,325,1,Undirected
544,326,325,1,Undirected
545,326,326,1,Undirected
546,328,328,1,Undirected
547,329,328,1,Undirected
548,329,329,1,Undirected
549,55,328,1,Undirected
550,55,329,1,Undirected
551,55,55,1,Undirected
552,331,331,1,Undirected
553,256,256,1,Undirected
554,332,256,1,Undirected
555,332,332,1,Undirected
556,333,256,1,Undirected
557,333,332,1,Undirected
558,333,333,1,Undirected
559,281,281,1,Undirected
560,335,281,1,Undirected
561,335,335,1,Undirected
562,172,281,1,Undirected
563,172,335,1,Undirected
564,172,172,1,Undirected
565,336,281,1,Undirected
566,336,335,1,Undirected
567,336,172,1,Undirected
568,336,336,1,Undirected
569,337,281,1,Undirected
570,337,335,1,Undirected
571,337,172,1,Undirected
572,337,336,1,Undirected
573,337,337,1,Undirected
574,339,339,1,Undirected
575,341,341,1,Undirected
576,208,208,1,Undirected
577,343,343,1,Undirected
578,156,343,1,Undirected
579,156,156,1,Undirected
580,344,343,1,Undirected
581,344,156,1,Undirected
582,344,344,1,Undirected
583,345,343,1,Undirected
584,345,156,1,Undirected
585,345,344,1,Undirected
586,345,345,1,Undirected
587,346,343,1,Undirected
588,346,156,1,Undirected
589,346,344,1,Undirected
590,346,345,1,Undirected
591,346,346,1,Undirected
592,347,343,1,Undirected
593,347,156,1,Undirected
594,347,344,1,Undirected
595,347,345,1,Undirected
596,347,346,1,Undirected
597,347,347,1,Undirected
598,348,343,1,Undirected
599,348,156,1,Undirected
600,348,344,1,Undirected
601,348,345,1,Undirected
602,348,346,1,Undirected
603,348,347,1,Undirected
604,348,348,1,Undirected
605,351,351,1,Undirected
606,15,15,1,Undirected
607,354,354,1,Undirected
608,355,354,1,Undirected
609,355,355,1,Undirected
610,356,354,1,Undirected
611,356,355,1,Undirected
612,356,356,1,Undirected
613,357,354,1,Undirected
614,357,355,1,Undirected
615,357,356,1,Undirected
616,357,357,1,Undirected
617,358,354,1,Undirected
618,358,355,1,Undirected
619,358,356,1,Undirected
620,358,357,1,Undirected
621,358,358,1,Undirected
622,213,354,1,Undirected
623,213,355,1,Undirected
624,213,356,1,Undirected
625,213,357,1,Undirected
626,213,358,1,Undirected
627,213,213,1,Undirected
628,360,360,1,Undirected
629,362,362,1,Undirected
630,363,362,1,Undirected
631,363,363,1,Undirected
632,19,19,1,Undirected
633,365,19,1,Undirected
634,365,365,1,Undirected
635,366,19,1,Undirected
636,366,365,1,Undirected
637,366,366,1,Undirected
638,367,19,1,Undirected
639,367,365,1,Undirected
640,367,366,1,Undirected
641,367,367,1,Undirected
642,369,369,1,Undirected
643,371,371,1,Undirected
644,372,371,1,Undirected
645,372,372,1,Undirected
646,373,371,1,Undirected
647,373,372,1,Undirected
648,373,373,1,Undirected
649,11,371,1,Undirected
650,11,372,1,Undirected
651,11,373,1,Undirected
652,11,11,1,Undirected
653,374,374,1,Undirected
654,375,374,1,Undirected
655,375,375,1,Undirected
656,376,374,1,Undirected
657,376,375,1,Undirected
658,376,376,1,Undirected
659,378,378,1,Undirected
660,311,311,1,Undirected
661,380,380,1,Undirected
662,382,382,1,Undirected
663,384,384,1,Undirected
664,385,384,1,Undirected
665,385,385,1,Undirected
666,387,387,1,Undirected
667,390,390,1,Undirected
668,391,390,1,Undirected
669,391,391,1,Undirected
670,393,393,1,Undirected
671,395,395,1,Undirected
672,397,397,1,Undirected
673,398,397,1,Undirected
674,398,398,1,Undirected
675,34,397,1,Undirected
676,34,398,1,Undirected
677,34,34,1,Undirected
678,329,397,1,Undirected
679,329,398,1,Undirected
680,329,34,1,Undirected
681,329,329,1,Undirected
682,399,397,1,Undirected
683,399,398,1,Undirected
684,399,34,1,Undirected
685,399,329,1,Undirected
686,399,399,1,Undirected
687,400,397,1,Undirected
688,400,398,1,Undirected
689,400,34,1,Undirected
690,400,329,1,Undirected
691,400,399,1,Undirected
692,400,400,1,Undirected
693,401,397,1,Undirected
694,401,398,1,Undirected
695,401,34,1,Undirected
696,401,329,1,Undirected
697,401,399,1,Undirected
698,401,400,1,Undirected
699,401,401,1,Undirected
700,312,397,1,Undirected
701,312,398,1,Undirected
702,312,34,1,Undirected
703,312,329,1,Undirected
704,312,399,1,Undirected
705,312,400,1,Undirected
706,312,401,1,Undirected
707,312,312,1,Undirected
708,402,397,1,Undirected
709,402,398,1,Undirected
710,402,34,1,Undirected
711,402,329,1,Undirected
712,402,399,1,Undirected
713,402,400,1,Undirected
714,402,401,1,Undirected
715,402,312,1,Undirected
716,402,402,1,Undirected
717,403,403,1,Undirected
718,404,404,1,Undirected
719,405,404,1,Undirected
720,405,405,1,Undirected
721,406,404,1,Undirected
722,406,405,1,Undirected
723,406,406,1,Undirected
724,407,404,1,Undirected
725,407,405,1,Undirected
726,407,406,1,Undirected
727,407,407,1,Undirected
728,409,409,1,Undirected
729,410,409,1,Undirected
730,410,410,1,Undirected
731,411,409,1,Undirected
732,411,410,1,Undirected
733,411,411,1,Undirected
734,412,409,1,Undirected
735,412,410,1,Undirected
736,412,411,1,Undirected
737,412,412,1,Undirected
738,414,414,1,Undirected
739,416,416,1,Undirected
740,418,418,1,Undirected
741,419,418,1,Undirected
742,419,419,1,Undirected
743,420,418,1,Undirected
744,420,419,1,Undirected
745,420,420,1,Undirected
746,421,418,1,Undirected
747,421,419,1,Undirected
748,421,420,1,Undirected
749,421,421,1,Undirected
750,422,418,1,Undirected
751,422,419,1,Undirected
752,422,420,1,Undirected
753,422,421,1,Undirected
754,422,422,1,Undirected
755,424,424,1,Undirected
756,253,424,1,Undirected
757,253,253,1,Undirected
758,425,424,1,Undirected
759,425,253,1,Undirected
760,425,425,1,Undirected
761,255,424,1,Undirected
762,255,253,1,Undirected
763,255,425,1,Undirected
764,255,255,1,Undirected
765,426,424,1,Undirected
766,426,253,1,Undirected
767,426,425,1,Undirected
768,426,255,1,Undirected
769,426,426,1,Undirected
770,5,424,1,Undirected
771,5,253,1,Undirected
772,5,425,1,Undirected
773,5,255,1,Undirected
774,5,426,1,Undirected
775,5,5,1,Undirected
776,427,424,1,Undirected
777,427,253,1,Undirected
778,427,425,1,Undirected
779,427,255,1,Undirected
780,427,426,1,Undirected
781,427,5,1,Undirected
782,427,427,1,Undirected
783,428,424,1,Undirected
784,428,253,1,Undirected
785,428,425,1,Undirected
786,428,255,1,Undirected
787,428,426,1,Undirected
788,428,5,1,Undirected
789,428,427,1,Undirected
790,428,428,1,Undirected
791,429,424,1,Undirected
792,429,253,1,Undirected
793,429,425,1,Undirected
794,429,255,1,Undirected
795,429,426,1,Undirected
796,429,5,1,Undirected
797,429,427,1,Undirected
798,429,428,1,Undirected
799,429,429,1,Undirected
800,431,431,1,Undirected
801,432,431,1,Undirected
802,432,432,1,Undirected
803,434,434,1,Undirected
804,435,434,1,Undirected
805,435,435,1,Undirected
806,437,437,1,Undirected
807,438,437,1,Undirected
808,438,438,1,Undirected
809,440,440,1,Undirected
810,441,440,1,Undirected
811,441,441,1,Undirected
812,443,443,1,Undirected
813,444,443,1,Undirected
814,444,444,1,Undirected
815,445,443,1,Undirected
816,445,444,1,Undirected
817,445,445,1,Undirected
818,446,443,1,Undirected
819,446,444,1,Undirected
820,446,445,1,Undirected
821,446,446,1,Undirected
822,447,447,1,Undirected
823,448,447,1,Undirected
824,448,448,1,Undirected
825,367,367,1,Undirected
826,450,450,1,Undirected
827,138,138,1,Undirected
828,452,452,1,Undirected
829,454,454,1,Undirected
830,455,454,1,Undirected
831,455,455,1,Undirected
832,456,454,1,Undirected
833,456,455,1,Undirected
834,456,456,1,Undirected
835,457,454,1,Undirected
836,457,455,1,Undirected
837,457,456,1,Undirected
838,457,457,1,Undirected
839,338,454,1,Undirected
840,338,455,1,Undirected
841,338,456,1,Undirected
842,338,457,1,Undirected
843,338,338,1,Undirected
844,458,454,1,Undirected
845,458,455,1,Undirected
846,458,456,1,Undirected
847,458,457,1,Undirected
848,458,338,1,Undirected
849,458,458,1,Undirected
850,460,460,1,Undirected
851,462,462,1,Undirected
852,463,462,1,Undirected
853,463,463,1,Undirected
854,465,465,1,Undirected
855,467,467,1,Undirected
856,96,467,1,Undirected
857,96,96,1,Undirected
858,468,468,1,Undirected
859,85,468,1,Undirected
860,85,85,1,Undirected
861,470,470,1,Undirected
862,472,472,1,Undirected
863,474,474,1,Undirected
864,476,476,1,Undirected
865,478,478,1,Undirected
866,479,478,1,Undirected
867,479,479,1,Undirected
868,276,276,1,Undirected
869,482,482,1,Undirected
870,483,482,1,Undirected
871,483,483,1,Undirected
872,484,482,1,Undirected
873,484,483,1,Undirected
874,484,484,1,Undirected
875,485,482,1,Undirected
876,485,483,1,Undirected
877,485,484,1,Undirected
878,485,485,1,Undirected
879,486,482,1,Undirected
880,486,483,1,Undirected
881,486,484,1,Undirected
882,486,485,1,Undirected
883,486,486,1,Undirected
884,487,482,1,Undirected
885,487,483,1,Undirected
886,487,484,1,Undirected
887,487,485,1,Undirected
888,487,486,1,Undirected
889,487,487,1,Undirected
890,489,489,1,Undirected
891,211,211,1,Undirected
892,490,211,1,Undirected
893,490,490,1,Undirected
894,138,138,1,Undirected
895,492,492,1,Undirected
896,494,494,1,Undirected
897,495,494,1,Undirected
898,495,495,1,Undirected
899,496,494,1,Undirected
900,496,495,1,Undirected
901,496,496,1,Undirected
902,499,499,1,Undirected
903,500,499,1,Undirected
904,500,500,1,Undirected
905,501,499,1,Undirected
906,501,500,1,Undirected
907,501,501,1,Undirected
908,502,499,1,Undirected
909,502,500,1,Undirected
910,502,501,1,Undirected
911,502,502,1,Undirected
912,503,503,1,Undirected
913,504,503,1,Undirected
914,504,504,1,Undirected
915,506,506,1,Undirected
916,216,216,1,Undirected
917,507,507,1,Undirected
918,509,509,1,Undirected
919,510,509,1,Undirected
920,510,510,1,Undirected
921,511,509,1,Undirected
922,511,510,1,Undirected
923,511,511,1,Undirected
924,513,513,1,Undirected
925,515,515,1,Undirected
926,516,515,1,Undirected
927,516,516,1,Undirected
928,250,515,1,Undirected
929,250,516,1,Undirected
930,250,250,1,Undirected
931,517,515,1,Undirected
932,517,516,1,Undirected
933,517,250,1,Undirected
934,517,517,1,Undirected
935,518,518,1,Undirected
936,147,518,1,Undirected
937,147,147,1,Undirected
938,520,520,1,Undirected
939,521,520,1,Undirected
940,521,521,1,Undirected
941,323,520,1,Undirected
942,323,521,1,Undirected
943,323,323,1,Undirected
944,289,520,1,Undirected
945,289,521,1,Undirected
946,289,323,1,Undirected
947,289,289,1,Undirected
948,522,520,1,Undirected
949,522,521,1,Undirected
950,522,323,1,Undirected
951,522,289,1,Undirected
952,522,522,1,Undirected
953,523,520,1,Undirected
954,523,521,1,Undirected
955,523,323,1,Undirected
956,523,289,1,Undirected
957,523,522,1,Undirected
958,523,523,1,Undirected
959,524,520,1,Undirected
960,524,521,1,Undirected
961,524,323,1,Undirected
962,524,289,1,Undirected
963,524,522,1,Undirected
964,524,523,1,Undirected
965,524,524,1,Undirected
966,37,520,1,Undirected
967,37,521,1,Undirected
968,37,323,1,Undirected
969,37,289,1,Undirected
970,37,522,1,Undirected
971,37,523,1,Undirected
972,37,524,1,Undirected
973,37,37,1,Undirected
974,526,526,1,Undirected
975,527,526,1,Undirected
976,527,527,1,Undirected
977,529,529,1,Undirected
978,326,529,1,Undirected
979,326,326,1,Undirected
980,191,529,1,Undirected
981,191,326,1,Undirected
982,191,191,1,Undirected
983,530,529,1,Undirected
984,530,326,1,Undirected
985,530,191,1,Undirected
986,530,530,1,Undirected
987,272,529,1,Undirected
988,272,326,1,Undirected
989,272,191,1,Undirected
990,272,530,1,Undirected
991,272,272,1,Undirected
992,531,531,1,Undirected
993,533,533,1,Undirected
994,534,534,1,Undirected
995,535,534,1,Undirected
996,535,535,1,Undirected
997,537,537,1,Undirected
998,538,537,1,Undirected
999,538,538,1,Undirected
1000,381,537,1,Undirected
1001,381,538,1,Undirected
1002,381,381,1,Undirected
1003,539,537,1,Undirected
1004,539,538,1,Undirected
1005,539,381,1,Undirected
1006,539,539,1,Undirected
1007,540,537,1,Undirected
1008,540,538,1,Undirected
1009,540,381,1,Undirected
1010,540,539,1,Undirected
1011,540,540,1,Undirected
1012,541,537,1,Undirected
1013,541,538,1,Undirected
1014,541,381,1,Undirected
1015,541,539,1,Undirected
1016,541,540,1,Undirected
1017,541,541,1,Undirected
1018,263,537,1,Undirected
1019,263,538,1,Undirected
1020,263,381,1,Undirected
1021,263,539,1,Undirected
1022,263,540,1,Undirected
1023,263,541,1,Undirected
1024,263,263,1,Undirected
1025,213,537,1,Undirected
1026,213,538,1,Undirected
1027,213,381,1,Undirected
1028,213,539,1,Undirected
1029,213,540,1,Undirected
1030,213,541,1,Undirected
1031,213,263,1,Undirected
1032,213,213,1,Undirected
1033,542,537,1,Undirected
1034,542,538,1,Undirected
1035,542,381,1,Undirected
1036,542,539,1,Undirected
1037,542,540,1,Undirected
1038,542,541,1,Undirected
1039,542,263,1,Undirected
1040,542,213,1,Undirected
1041,542,542,1,Undirected
1042,544,544,1,Undirected
1043,283,283,1,Undirected
1044,547,547,1,Undirected
1045,204,204,1,Undirected
1046,548,204,1,Undirected
1047,548,548,1,Undirected
1048,550,550,1,Undirected
1049,86,86,1,Undirected
1050,553,553,1,Undirected
1051,554,553,1,Undirected
1052,554,554,1,Undirected
1053,555,553,1,Undirected
1054,555,554,1,Undirected
1055,555,555,1,Undirected
1056,556,553,1,Undirected
1057,556,554,1,Undirected
1058,556,555,1,Undirected
1059,556,556,1,Undirected
1060,557,553,1,Undirected
1061,557,554,1,Undirected
1062,557,555,1,Undirected
1063,557,556,1,Undirected
1064,557,557,1,Undirected
1065,299,553,1,Undirected
1066,299,554,1,Undirected
1067,299,555,1,Undirected
1068,299,556,1,Undirected
